shipment_id,order_id,supplier_id,destination_warehouse_id,carrier_id,order_date,promised_delivery_date,actual_delivery_date,transit_days,promised_transit_days,on_time_flag,in_full_flag,weight_kg,quantity_units,freight_cost_usd,damage_reported_flag,delay_reason,shipment_status,transit_delay_days,otif_compliance_flag,freight_cost_per_kg,delivery_month
SHP-2026-00127,ORD-85353,SUP-040,WH-TYO-08,CAR-003,2026-01-23 07:00:00,2026-02-14,2026-02-12,20,22,1,1,3248.97,403,2920.99,0,,Delivered,-2,1,0.8991,2026-02
SHP-2026-00128,ORD-87042,SUP-021,WH-CHI-02,CAR-003,2026-06-14 07:00:00,2026-07-09,2026-07-07,23,25,1,1,1583.09,409,1565.49,0,,Delivered,-2,1,0.9889,2026-07
SHP-2026-00129,ORD-39552,SUP-028,WH-DAL-03,CAR-003,2026-05-09 20:00:00,2026-05-27,2026-05-25,16,18,1,1,730.92,175,589.84,0,,Delivered,-2,1,0.807,2026-05
SHP-2026-00130,ORD-94015,SUP-006,WH-LON-06,CAR-005,2026-03-06 09:00:00,2026-03-15,2026-03-14,8,9,1,1,607.01,283,1052.54,0,,Delivered,-1,1,1.734,2026-03
SHP-2026-00131,ORD-20646,SUP-011,WH-DAL-03,CAR-003,2026-06-18 15:00:00,2026-07-17,2026-07-16,28,29,1,1,3799.26,432,3452.47,0,,Delivered,-1,1,0.9087,2026-07
SHP-2026-00132,ORD-49596,SUP-042,WH-SEA-01,CAR-005,2026-02-23 18:00:00,2026-03-03,2026-03-01,6,8,1,1,184.77,289,377.25,0,,Delivered,-2,1,2.0417,2026-03
SHP-2026-00133,ORD-28830,SUP-044,WH-TYO-08,CAR-004,2026-04-14 10:00:00,2026-04-19,2026-04-20,6,5,0,1,2006.24,114,5452.39,0,Customs Hold,Delivered,1,0,2.7177,2026-04
SHP-2026-00134,ORD-68929,SUP-047,WH-LON-06,CAR-006,2026-03-30 12:00:00,2026-04-04,2026-04-02,3,5,1,1,2549.35,248,3807.71,0,,Delivered,-2,1,1.4936,2026-04
SHP-2026-00135,ORD-85718,SUP-007,WH-ROT-04,CAR-003,2026-01-13 10:00:00,2026-02-06,2026-02-05,23,24,1,1,1154.8,91,1138.23,0,,Delivered,-1,1,0.9857,2026-02
SHP-2026-00136,ORD-41552,SUP-049,WH-LON-06,CAR-004,2026-02-10 13:00:00,2026-02-15,2026-02-14,4,5,1,1,2263.3,211,5455.09,0,,Delivered,-1,1,2.4102,2026-02
SHP-2026-00137,ORD-66482,SUP-004,WH-ROT-04,CAR-006,2026-01-13 10:00:00,2026-01-20,2026-01-18,5,7,1,1,3042.72,14,4498.93,0,,Delivered,-2,1,1.4786,2026-01
SHP-2026-00138,ORD-19637,SUP-047,WH-DAL-03,CAR-005,2026-04-04 18:00:00,2026-04-11,2026-04-10,6,7,1,1,277.65,195,519.19,0,,Delivered,-1,1,1.8699,2026-04
SHP-2026-00139,ORD-54444,SUP-049,WH-SIN-07,CAR-008,2026-05-21 10:00:00,2026-05-31,2026-05-29,8,10,1,1,2769.14,59,4808.36,0,,Delivered,-2,1,1.7364,2026-05
SHP-2026-00140,ORD-72094,SUP-049,WH-SYD-09,CAR-006,2026-02-06 09:00:00,2026-02-14,2026-02-12,6,8,1,1,229.13,375,313.34,0,,Delivered,-2,1,1.3675,2026-02
SHP-2026-00141,ORD-54089,SUP-010,WH-SYD-09,CAR-008,2026-06-05 20:00:00,2026-06-13,2026-06-19,14,8,0,1,1798.65,441,3610.17,0,Customs Hold,Delivered,6,0,2.0072,2026-06
SHP-2026-00142,ORD-92478,SUP-046,WH-SYD-09,CAR-008,2026-05-25 10:00:00,2026-06-01,2026-05-31,6,7,1,1,1524.02,223,2630.2,0,,Delivered,-1,1,1.7258,2026-05
SHP-2026-00143,ORD-91230,SUP-017,WH-SEA-01,CAR-008,2026-06-17 18:00:00,2026-06-27,2026-06-27,10,10,1,1,3260.23,97,6484.13,0,,Delivered,0,1,1.9889,2026-06
SHP-2026-00144,ORD-36724,SUP-044,WH-SIN-07,CAR-003,2026-03-04 06:00:00,2026-03-31,2026-03-31,27,27,1,1,898.99,224,788.83,0,,Delivered,0,1,0.8775,2026-03
SHP-2026-00145,ORD-32699,SUP-048,WH-SIN-07,CAR-008,2026-01-16 17:00:00,2026-01-21,2026-01-19,3,5,1,1,1496.47,279,3041.63,0,,Delivered,-2,1,2.0325,2026-01
SHP-2026-00146,ORD-42311,SUP-035,WH-TYO-08,CAR-006,2026-04-01 16:00:00,2026-04-11,2026-04-09,8,10,1,1,2912.73,322,4840.93,0,,Delivered,-2,1,1.662,2026-04
SHP-2026-00147,ORD-45842,SUP-015,WH-FRA-05,CAR-005,2026-03-18 18:00:00,2026-03-24,2026-03-22,4,6,1,1,3187.2,188,5550.34,0,,Delivered,-2,1,1.7414,2026-03
SHP-2026-00148,ORD-15513,SUP-037,WH-FRA-05,CAR-002,2026-06-23 14:00:00,2026-06-28,2026-06-27,4,5,1,1,3691.78,421,13577.58,0,,Customs Processing,-1,1,3.6778,2026-06
SHP-2026-00149,ORD-27992,SUP-029,WH-CHI-02,CAR-006,2026-06-17 10:00:00,2026-06-26,2026-06-26,9,9,1,1,3734.39,297,5497.06,0,,Delivered,0,1,1.472,2026-06
SHP-2026-00150,ORD-28018,SUP-016,WH-CHI-02,CAR-004,2026-01-13 16:00:00,2026-01-16,2026-01-16,3,3,1,1,495.88,251,1288.11,0,,Delivered,0,1,2.5976,2026-01
SHP-2026-00151,ORD-21725,SUP-027,WH-SEA-01,CAR-003,2026-06-17 20:00:00,2026-07-12,2026-07-12,25,25,1,1,3413.8,156,2861.61,0,,Delivered,0,1,0.8382,2026-07
SHP-2026-00152,ORD-74930,SUP-035,WH-DXB-10,CAR-004,2026-01-10 20:00:00,2026-01-13,2026-01-13,3,3,1,1,4205.96,438,9961.16,0,,Delivered,0,1,2.3683,2026-01
SHP-2026-00153,ORD-27589,SUP-003,WH-DAL-03,CAR-005,2026-01-03 10:00:00,2026-01-11,2026-01-10,7,8,1,1,1316.3,288,2756.7,0,,Delivered,-1,1,2.0943,2026-01
SHP-2026-00154,ORD-54185,SUP-018,WH-SYD-09,CAR-008,2026-02-19 18:00:00,2026-02-23,2026-02-21,2,4,1,0,2092.17,105,3782.19,1,,Delivered,-2,0,1.8078,2026-02
SHP-2026-00155,ORD-28430,SUP-012,WH-FRA-05,CAR-004,2026-06-06 19:00:00,2026-06-11,2026-06-09,3,5,1,1,1509.27,58,4003.56,0,,Delivered,-2,1,2.6526,2026-06
SHP-2026-00156,ORD-44282,SUP-016,WH-TYO-08,CAR-006,2026-01-02 10:00:00,2026-01-09,2026-01-08,6,7,1,1,4295.45,380,6382.5,0,,Delivered,-1,1,1.4859,2026-01
SHP-2026-00157,ORD-50760,SUP-004,WH-LON-06,CAR-004,2026-06-20 07:00:00,2026-06-25,2026-06-24,4,5,1,1,3103.03,464,9495.34,0,,Delivered,-1,1,3.06,2026-06
SHP-2026-00158,ORD-81989,SUP-024,WH-CHI-02,CAR-005,2026-06-07 09:00:00,2026-06-12,2026-06-11,4,5,1,1,731.68,320,1439.62,0,,Delivered,-1,1,1.9676,2026-06
SHP-2026-00159,ORD-81781,SUP-049,WH-TYO-08,CAR-004,2026-03-05 16:00:00,2026-03-07,2026-03-06,1,2,1,1,3181.76,298,7639.15,0,,Delivered,-1,1,2.4009,2026-03
SHP-2026-00160,ORD-21919,SUP-037,WH-SYD-09,CAR-004,2026-05-18 08:00:00,2026-05-21,2026-05-19,1,3,1,1,2016.19,377,5787.74,0,,Delivered,-2,1,2.8706,2026-05
SHP-2026-00161,ORD-12853,SUP-004,WH-SYD-09,CAR-008,2026-04-27 08:00:00,2026-05-05,2026-05-03,6,8,1,1,306.93,423,589.8,0,,Delivered,-2,1,1.9216,2026-05
SHP-2026-00162,ORD-71875,SUP-001,WH-SIN-07,CAR-005,2026-02-25 15:00:00,2026-03-01,2026-03-07,10,4,0,1,2458.18,467,3949.4,0,Weather Disruption,Delivered,6,0,1.6066,2026-03
SHP-2026-00163,ORD-59479,SUP-027,WH-SEA-01,CAR-005,2026-02-16 18:00:00,2026-02-21,2026-02-19,3,5,1,1,2924.17,466,5250.9,0,,Delivered,-2,1,1.7957,2026-02
SHP-2026-00164,ORD-39188,SUP-044,WH-SIN-07,CAR-002,2026-06-19 19:00:00,2026-06-22,2026-06-21,2,3,1,1,577.92,211,2146.02,0,,Delivered,-1,1,3.7134,2026-06
SHP-2026-00165,ORD-24790,SUP-020,WH-SEA-01,CAR-001,2026-04-29 16:00:00,2026-05-04,2026-05-04,5,5,1,1,1151.43,151,2831.86,0,,Delivered,0,1,2.4594,2026-05
SHP-2026-00166,ORD-15798,SUP-040,WH-SEA-01,CAR-007,2026-01-05 09:00:00,2026-01-08,2026-01-09,4,3,0,1,2710.14,34,6322.95,0,Port Congestion,Delivered,1,0,2.3331,2026-01
SHP-2026-00167,ORD-85511,SUP-015,WH-SIN-07,CAR-008,2026-05-19 09:00:00,2026-05-29,2026-05-29,10,10,1,1,673.6,129,1492.96,0,,Delivered,0,1,2.2164,2026-05
SHP-2026-00168,ORD-87550,SUP-016,WH-LON-06,CAR-006,2026-03-19 20:00:00,2026-03-24,2026-03-22,3,5,1,1,1033.64,41,1535.19,0,,Delivered,-2,1,1.4852,2026-03
SHP-2026-00169,ORD-29558,SUP-036,WH-DAL-03,CAR-007,2026-05-07 06:00:00,2026-05-11,2026-05-09,2,4,1,1,1746.14,366,3877.15,0,,Delivered,-2,1,2.2204,2026-05
SHP-2026-00170,ORD-83713,SUP-012,WH-FRA-05,CAR-007,2026-05-18 13:00:00,2026-05-21,2026-05-20,2,3,1,1,3866.06,247,7658.44,0,,Delivered,-1,1,1.9809,2026-05
SHP-2026-00171,ORD-22119,SUP-036,WH-SIN-07,CAR-007,2026-05-16 08:00:00,2026-05-21,2026-05-21,5,5,1,1,1519.67,240,2947.88,0,,Delivered,0,1,1.9398,2026-05
SHP-2026-00172,ORD-72835,SUP-004,WH-SYD-09,CAR-004,2026-03-10 12:00:00,2026-03-12,2026-03-12,2,2,1,1,3630.7,353,10159.84,0,,Delivered,0,1,2.7983,2026-03
SHP-2026-00173,ORD-89220,SUP-020,WH-ROT-04,CAR-006,2026-01-04 09:00:00,2026-01-09,2026-01-09,5,5,1,1,3373.61,478,5699.54,0,,Delivered,0,1,1.6894,2026-01
SHP-2026-00174,ORD-75179,SUP-016,WH-ROT-04,CAR-007,2026-05-22 11:00:00,2026-05-26,2026-05-24,2,4,1,1,2936.81,194,6121.21,0,,Delivered,-2,1,2.0843,2026-05
SHP-2026-00175,ORD-29126,SUP-047,WH-TYO-08,CAR-002,2026-05-01 18:00:00,2026-05-05,2026-05-04,3,4,1,1,1442.5,452,4085.9,0,,Delivered,-1,1,2.8325,2026-05
SHP-2026-00176,ORD-75444,SUP-036,WH-SEA-01,CAR-005,2026-05-30 15:00:00,2026-06-08,2026-06-08,9,9,1,1,923.05,301,1565.27,0,,Delivered,0,1,1.6958,2026-06
SHP-2026-00177,ORD-81636,SUP-017,WH-SYD-09,CAR-006,2026-05-06 17:00:00,2026-05-15,2026-05-14,8,9,1,1,798.64,96,1363.87,0,,Delivered,-1,1,1.7077,2026-05
SHP-2026-00178,ORD-18908,SUP-035,WH-TYO-08,CAR-003,2026-06-14 06:00:00,2026-07-10,2026-07-12,28,26,0,1,3451.31,441,3003.19,0,Weather Disruption,Delivered,2,0,0.8702,2026-07
SHP-2026-00179,ORD-79391,SUP-014,WH-DAL-03,CAR-001,2026-05-10 13:00:00,2026-05-14,2026-05-22,12,4,0,0,120.01,220,311.57,1,Port Congestion,Delivered,8,0,2.5962,2026-05
SHP-2026-00180,ORD-91235,SUP-002,WH-FRA-05,CAR-005,2026-05-09 19:00:00,2026-05-18,2026-05-18,9,9,1,1,526.22,86,855.4,0,,Delivered,0,1,1.6256,2026-05
SHP-2026-00181,ORD-20566,SUP-023,WH-SYD-09,CAR-005,2026-03-10 18:00:00,2026-03-17,2026-03-24,14,7,0,1,2564.26,125,5371.8,0,Port Congestion,Delivered,7,0,2.0949,2026-03
SHP-2026-00182,ORD-84167,SUP-026,WH-SEA-01,CAR-002,2026-04-08 12:00:00,2026-04-13,2026-04-14,6,5,0,1,417.95,340,1494.65,0,Customs Hold,Delivered,1,0,3.5761,2026-04
SHP-2026-00183,ORD-14312,SUP-015,WH-CHI-02,CAR-001,2026-02-24 20:00:00,2026-03-01,2026-03-01,5,5,1,1,3095.71,288,7463.99,0,,Delivered,0,1,2.4111,2026-03
SHP-2026-00184,ORD-41519,SUP-002,WH-DAL-03,CAR-006,2026-02-23 15:00:00,2026-02-28,2026-02-26,3,5,1,1,3703.02,163,6546.92,0,,Delivered,-2,1,1.768,2026-02
SHP-2026-00185,ORD-55332,SUP-044,WH-DXB-10,CAR-007,2026-05-19 11:00:00,2026-05-24,2026-05-24,5,5,1,1,3567.72,50,8292.33,0,,Delivered,0,1,2.3243,2026-05
SHP-2026-00186,ORD-93115,SUP-028,WH-SEA-01,CAR-002,2026-03-01 19:00:00,2026-03-03,2026-03-02,1,2,1,1,4299.12,406,13580.64,0,,Delivered,-1,1,3.1589,2026-03
SHP-2026-00187,ORD-91083,SUP-032,WH-FRA-05,CAR-008,2026-02-28 11:00:00,2026-03-08,2026-03-07,7,8,1,1,876.53,204,1744.44,0,,Delivered,-1,1,1.9902,2026-03
SHP-2026-00188,ORD-68292,SUP-046,WH-FRA-05,CAR-004,2026-01-19 07:00:00,2026-01-23,2026-01-26,7,4,0,1,1459.22,12,3535.85,0,Port Congestion,Delivered,3,0,2.4231,2026-01
SHP-2026-00189,ORD-82642,SUP-007,WH-LON-06,CAR-005,2026-02-03 07:00:00,2026-02-08,2026-02-06,3,5,1,1,2518.59,23,4506.32,0,,Delivered,-2,1,1.7892,2026-02
SHP-2026-00190,ORD-32227,SUP-025,WH-CHI-02,CAR-006,2026-01-04 10:00:00,2026-01-11,2026-01-11,7,7,1,1,3275.56,134,5246.76,0,,Delivered,0,1,1.6018,2026-01
SHP-2026-00191,ORD-20082,SUP-009,WH-SIN-07,CAR-003,2026-03-10 10:00:00,2026-04-01,2026-04-01,22,22,1,1,794.07,163,663.34,0,,Delivered,0,1,0.8354,2026-04
SHP-2026-00192,ORD-91289,SUP-016,WH-LON-06,CAR-005,2026-06-10 13:00:00,2026-06-18,2026-06-17,7,8,1,1,526.03,495,912.63,0,,Delivered,-1,1,1.7349,2026-06
SHP-2026-00193,ORD-36326,SUP-029,WH-SIN-07,CAR-006,2026-03-27 12:00:00,2026-04-06,2026-04-04,8,10,1,1,4385.3,174,6188.78,0,,Delivered,-2,1,1.4113,2026-04
SHP-2026-00194,ORD-46739,SUP-012,WH-TYO-08,CAR-006,2026-04-12 11:00:00,2026-04-18,2026-04-16,4,6,1,1,2234.98,134,3596.41,0,,Delivered,-2,1,1.6091,2026-04
SHP-2026-00195,ORD-37479,SUP-008,WH-SIN-07,CAR-006,2026-05-25 09:00:00,2026-06-02,2026-06-02,8,8,1,1,3083.62,497,4926.22,0,,Delivered,0,1,1.5975,2026-06
SHP-2026-00196,ORD-96332,SUP-045,WH-TYO-08,CAR-005,2026-01-18 19:00:00,2026-01-28,2026-01-27,9,10,1,1,3044.75,165,5017.96,0,,Delivered,-1,1,1.6481,2026-01
SHP-2026-00197,ORD-14818,SUP-025,WH-DAL-03,CAR-007,2026-01-19 13:00:00,2026-01-24,2026-01-22,3,5,1,1,2304.43,364,5691.59,0,,Delivered,-2,1,2.4698,2026-01
SHP-2026-00198,ORD-53463,SUP-007,WH-LON-06,CAR-002,2026-03-05 16:00:00,2026-03-09,2026-03-07,2,4,1,1,247.12,356,915.52,0,,Delivered,-2,1,3.7048,2026-03
SHP-2026-00199,ORD-61266,SUP-001,WH-SIN-07,CAR-002,2026-01-26 10:00:00,2026-01-29,2026-01-27,1,3,1,1,2533.07,123,8687.23,0,,Delivered,-2,1,3.4295,2026-01
SHP-2026-00200,ORD-54966,SUP-023,WH-TYO-08,CAR-003,2026-01-07 13:00:00,2026-01-26,2026-01-26,19,19,1,1,566.51,82,569.27,0,,Delivered,0,1,1.0049,2026-01
SHP-2026-00201,ORD-54967,SUP-034,WH-TYO-08,CAR-004,2026-05-04 11:00:00,2026-05-09,2026-05-17,13,5,0,1,348.93,373,828.66,0,Carrier Breakdown,Delivered,8,0,2.3749,2026-05
SHP-2026-00202,ORD-92543,SUP-048,WH-CHI-02,CAR-003,2026-03-04 14:00:00,2026-03-24,2026-03-23,19,20,1,1,2541.33,128,2565.24,0,,Delivered,-1,1,1.0094,2026-03
SHP-2026-00203,ORD-46483,SUP-041,WH-DAL-03,CAR-003,2026-06-18 12:00:00,2026-07-12,2026-07-16,28,24,0,1,2685.3,370,2320.51,0,Port Congestion,Delivered,4,0,0.8642,2026-07
SHP-2026-00204,ORD-51078,SUP-035,WH-CHI-02,CAR-002,2026-02-17 11:00:00,2026-02-21,2026-02-21,4,4,1,1,1217.47,280,4373.46,0,,Delivered,0,1,3.5923,2026-02
SHP-2026-00205,ORD-90541,SUP-040,WH-DXB-10,CAR-007,2026-04-11 15:00:00,2026-04-13,2026-04-12,1,2,1,1,2797.26,371,6720.85,0,,Delivered,-1,1,2.4027,2026-04
SHP-2026-00206,ORD-88174,SUP-044,WH-DXB-10,CAR-002,2026-02-04 11:00:00,2026-02-06,2026-02-06,2,2,1,1,864.55,271,2969.64,0,,Delivered,0,1,3.4349,2026-02
SHP-2026-00207,ORD-17026,SUP-028,WH-DAL-03,CAR-007,2026-02-17 13:00:00,2026-02-20,2026-02-19,2,3,1,1,1335.31,441,2681.13,0,,Delivered,-1,1,2.0079,2026-02
SHP-2026-00208,ORD-68176,SUP-032,WH-LON-06,CAR-001,2026-02-04 09:00:00,2026-02-09,2026-02-07,3,5,1,1,2956.16,261,7407.29,0,,Delivered,-2,1,2.5057,2026-02
SHP-2026-00209,ORD-69942,SUP-006,WH-TYO-08,CAR-003,2026-05-25 06:00:00,2026-06-24,2026-06-23,29,30,1,1,195.49,157,160.76,0,,Delivered,-1,1,0.8223,2026-06
SHP-2026-00210,ORD-38644,SUP-036,WH-DXB-10,CAR-008,2026-05-11 07:00:00,2026-05-19,2026-05-25,14,8,0,1,3710.62,378,6263.87,0,Documentation Error,Delivered,6,0,1.6881,2026-05
SHP-2026-00211,ORD-25386,SUP-048,WH-SIN-07,CAR-002,2026-06-17 18:00:00,2026-06-20,2026-06-20,3,3,1,1,2051.31,428,6388.14,0,,Delivered,0,1,3.1142,2026-06
SHP-2026-00212,ORD-37124,SUP-048,WH-ROT-04,CAR-004,2026-05-31 17:00:00,2026-06-04,2026-06-02,2,4,1,1,2865.83,81,7077.07,0,,Delivered,-2,1,2.4695,2026-06
SHP-2026-00213,ORD-99037,SUP-035,WH-SEA-01,CAR-006,2026-03-13 15:00:00,2026-03-21,2026-03-19,6,8,1,1,1352.22,497,2174.01,0,,Delivered,-2,1,1.6077,2026-03
SHP-2026-00214,ORD-52217,SUP-049,WH-CHI-02,CAR-003,2026-04-16 20:00:00,2026-05-04,2026-05-02,16,18,1,1,614.65,137,605.95,0,,Delivered,-2,1,0.9858,2026-05
SHP-2026-00215,ORD-62802,SUP-032,WH-ROT-04,CAR-007,2026-02-06 15:00:00,2026-02-10,2026-02-09,3,4,1,1,2061.36,460,4718.84,0,,Delivered,-1,1,2.2892,2026-02
SHP-2026-00216,ORD-70089,SUP-045,WH-SYD-09,CAR-005,2026-04-05 13:00:00,2026-04-12,2026-04-12,7,7,1,1,3916.64,57,7910.68,0,,Delivered,0,1,2.0198,2026-04
SHP-2026-00217,ORD-27117,SUP-035,WH-LON-06,CAR-002,2026-04-12 09:00:00,2026-04-17,2026-04-16,4,5,1,1,1244.99,182,4432.61,0,,Delivered,-1,1,3.5604,2026-04
SHP-2026-00218,ORD-66072,SUP-022,WH-DXB-10,CAR-008,2026-06-24 18:00:00,2026-06-28,2026-07-06,12,4,0,1,602.86,235,1290.72,0,Weather Disruption,In Transit,8,0,2.141,2026-07
SHP-2026-00219,ORD-91999,SUP-011,WH-DAL-03,CAR-005,2026-03-12 07:00:00,2026-03-21,2026-03-21,9,9,1,1,1704.7,94,3493.77,0,,Delivered,0,1,2.0495,2026-03
SHP-2026-00220,ORD-11056,SUP-028,WH-FRA-05,CAR-004,2026-06-17 07:00:00,2026-06-19,2026-06-27,10,2,0,1,640.51,358,1611.8,0,Weather Disruption,Delivered,8,0,2.5164,2026-06
SHP-2026-00221,ORD-49223,SUP-028,WH-LON-06,CAR-002,2026-06-27 08:00:00,2026-07-02,2026-07-09,12,5,0,1,3301.9,170,9526.83,0,Weather Disruption,In Transit,7,0,2.8853,2026-07
SHP-2026-00222,ORD-92323,SUP-042,WH-SIN-07,CAR-003,2026-06-23 08:00:00,2026-07-12,2026-07-12,19,19,1,1,2765.92,189,2231.68,0,,Delivered,0,1,0.8068,2026-07
SHP-2026-00223,ORD-66280,SUP-040,WH-DAL-03,CAR-007,2026-06-25 13:00:00,2026-06-28,2026-06-30,5,3,0,1,3398.38,206,7685.2,0,Customs Hold,Customs Processing,2,0,2.2614,2026-06
SHP-2026-00224,ORD-96298,SUP-018,WH-DAL-03,CAR-004,2026-06-15 07:00:00,2026-06-18,2026-06-16,1,3,1,1,3259.25,491,8350.97,0,,Delivered,-2,1,2.5622,2026-06
SHP-2026-00225,ORD-74865,SUP-034,WH-FRA-05,CAR-004,2026-06-05 14:00:00,2026-06-08,2026-06-07,2,3,1,1,2925.46,416,8634.1,0,,Delivered,-1,1,2.9514,2026-06
SHP-2026-00226,ORD-84498,SUP-016,WH-SIN-07,CAR-002,2026-05-08 16:00:00,2026-05-10,2026-05-10,2,2,1,1,4441.63,77,16249.92,0,,Delivered,0,1,3.6585,2026-05
SHP-2026-00227,ORD-17925,SUP-035,WH-SIN-07,CAR-006,2026-06-24 08:00:00,2026-07-04,2026-07-04,10,10,1,1,124.27,144,171.54,0,,Customs Processing,0,1,1.3804,2026-07
SHP-2026-00228,ORD-20957,SUP-041,WH-SYD-09,CAR-005,2026-05-09 18:00:00,2026-05-16,2026-05-15,6,7,1,1,416.8,325,773.87,0,,Delivered,-1,1,1.8567,2026-05
SHP-2026-00229,ORD-18665,SUP-033,WH-FRA-05,CAR-002,2026-02-22 18:00:00,2026-02-25,2026-02-24,2,3,1,1,2659.65,342,9308.24,0,,Delivered,-1,1,3.4998,2026-02
SHP-2026-00230,ORD-96252,SUP-047,WH-FRA-05,CAR-007,2026-03-03 06:00:00,2026-03-06,2026-03-13,10,3,0,1,2067.5,168,4700.59,0,Weather Disruption,Delivered,7,0,2.2736,2026-03
SHP-2026-00231,ORD-58741,SUP-001,WH-DAL-03,CAR-002,2026-02-05 17:00:00,2026-02-07,2026-02-06,1,2,1,1,2377.37,379,8364.01,0,,Delivered,-1,1,3.5182,2026-02
SHP-2026-00232,ORD-92251,SUP-047,WH-DAL-03,CAR-005,2026-01-31 18:00:00,2026-02-04,2026-02-03,3,4,1,1,1260.31,374,2027.25,0,,Delivered,-1,1,1.6085,2026-02
SHP-2026-00233,ORD-85223,SUP-030,WH-CHI-02,CAR-008,2026-05-11 11:00:00,2026-05-15,2026-05-13,2,4,1,1,792.62,405,1388.91,0,,Delivered,-2,1,1.7523,2026-05
SHP-2026-00234,ORD-33456,SUP-048,WH-CHI-02,CAR-004,2026-05-11 06:00:00,2026-05-13,2026-05-13,2,2,1,1,1138.25,206,3082.35,0,,Delivered,0,1,2.708,2026-05
SHP-2026-00235,ORD-98254,SUP-015,WH-SEA-01,CAR-007,2026-03-24 09:00:00,2026-03-29,2026-03-28,4,5,1,1,1257.1,200,2437.6,0,,Delivered,-1,1,1.9391,2026-03
SHP-2026-00236,ORD-11044,SUP-015,WH-SEA-01,CAR-003,2026-05-13 06:00:00,2026-06-06,2026-06-14,32,24,0,1,3492.2,54,2948.21,0,Carrier Breakdown,Delivered,8,0,0.8442,2026-06
SHP-2026-00237,ORD-35614,SUP-019,WH-LON-06,CAR-004,2026-05-25 18:00:00,2026-05-29,2026-05-29,4,4,1,1,2114.47,262,5923.73,0,,Delivered,0,1,2.8015,2026-05
SHP-2026-00238,ORD-50306,SUP-010,WH-SYD-09,CAR-004,2026-01-02 20:00:00,2026-01-07,2026-01-13,11,5,0,1,4281.91,346,10024.55,0,Weather Disruption,Delivered,6,0,2.3411,2026-01
SHP-2026-00239,ORD-78125,SUP-034,WH-CHI-02,CAR-004,2026-03-02 12:00:00,2026-03-07,2026-03-07,5,5,1,1,3216.85,481,7760.85,0,,Delivered,0,1,2.4126,2026-03
SHP-2026-00240,ORD-96827,SUP-030,WH-SIN-07,CAR-006,2026-01-22 15:00:00,2026-01-26,2026-01-24,2,4,1,1,3698.83,300,5117.97,0,,Delivered,-2,1,1.3837,2026-01
SHP-2026-00241,ORD-40619,SUP-019,WH-DAL-03,CAR-004,2026-03-08 19:00:00,2026-03-12,2026-03-11,3,4,1,1,3168.23,172,9230.88,0,,Delivered,-1,1,2.9136,2026-03
SHP-2026-00242,ORD-37215,SUP-009,WH-CHI-02,CAR-004,2026-05-30 07:00:00,2026-06-02,2026-06-10,11,3,0,1,1447.45,193,3523.35,0,Port Congestion,Delivered,8,0,2.4342,2026-06
SHP-2026-00243,ORD-42534,SUP-030,WH-TYO-08,CAR-005,2026-03-09 19:00:00,2026-03-13,2026-03-18,9,4,0,1,229.47,177,462.12,0,Documentation Error,Delivered,5,0,2.0139,2026-03
SHP-2026-00244,ORD-82105,SUP-033,WH-LON-06,CAR-007,2026-01-13 16:00:00,2026-01-17,2026-01-17,4,4,1,1,188.32,241,403.9,0,,Delivered,0,1,2.1448,2026-01
SHP-2026-00245,ORD-94500,SUP-030,WH-ROT-04,CAR-002,2026-01-27 18:00:00,2026-01-30,2026-01-31,4,3,0,1,631.68,200,2246.26,0,Customs Hold,Delivered,1,0,3.556,2026-01
SHP-2026-00246,ORD-53456,SUP-005,WH-CHI-02,CAR-005,2026-01-06 07:00:00,2026-01-11,2026-01-10,4,5,1,1,3651.38,443,5927.24,0,,Delivered,-1,1,1.6233,2026-01
SHP-2026-00247,ORD-38143,SUP-030,WH-CHI-02,CAR-001,2026-01-13 08:00:00,2026-01-18,2026-01-17,4,5,1,1,2257.76,228,5613.48,0,,Delivered,-1,1,2.4863,2026-01
SHP-2026-00248,ORD-46670,SUP-018,WH-DAL-03,CAR-005,2026-04-25 20:00:00,2026-04-30,2026-05-04,9,5,0,1,2270.07,255,4627.44,0,Carrier Breakdown,Delivered,4,0,2.0385,2026-05
SHP-2026-00249,ORD-57069,SUP-027,WH-SIN-07,CAR-003,2026-02-21 16:00:00,2026-03-23,2026-03-21,28,30,1,1,4473.69,19,4042.57,0,,Delivered,-2,1,0.9036,2026-03
SHP-2026-00250,ORD-46822,SUP-023,WH-TYO-08,CAR-008,2026-05-25 14:00:00,2026-05-31,2026-05-31,6,6,1,1,165.98,25,331.36,0,,Delivered,0,1,1.9964,2026-05
SHP-2026-00251,ORD-17328,SUP-034,WH-SEA-01,CAR-008,2026-04-02 18:00:00,2026-04-10,2026-04-10,8,8,1,1,495.6,146,1005.85,0,,Delivered,0,1,2.0296,2026-04
SHP-2026-00252,ORD-56095,SUP-023,WH-ROT-04,CAR-007,2026-02-14 08:00:00,2026-02-17,2026-02-15,1,3,1,1,3154.44,24,7778.24,0,,Delivered,-2,1,2.4658,2026-02
SHP-2026-00253,ORD-40490,SUP-037,WH-DXB-10,CAR-003,2026-02-18 19:00:00,2026-03-20,2026-03-19,29,30,1,1,2462.45,29,1994.01,0,,Delivered,-1,1,0.8098,2026-03
